YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAXI_IN,TAXI_OUT,DISTANCE
2015,11,17,2,OO,5225,4.0,9.0,201
2015,7,13,1,MQ,3458,,,501
2015,5,1,5,MQ,3176,19.0,8.0,672
2015,3,13,5,B6,749,2.0,22.0,814
2015,7,30,4,WN,2796,7.0,7.0,738
2015,5,6,3,AS,752,5.0,17.0,1489
2015,9,11,5,WN,470,4.0,13.0,451
2015,9,15,2,UA,1903,7.0,11.0,236
2015,7,22,3,DL,865,4.0,18.0,456
2015,5,11,1,DL,1465,4.0,18.0,957
2015,11,26,4,OO,4666,5.0,20.0,243
2015,5,4,1,EV,5071,10.0,9.0,503
2015,9,25,5,EV,5307,3.0,16.0,399
2015,10,4,7,WN,207,3.0,26.0,1381
2015,9,11,5,WN,301,4.0,6.0,543
2015,1,27,2,MQ,3048,30.0,10.0,135
2015,6,7,7,AA,1459,6.0,15.0,460
2015,1,21,3,DL,939,5.0,15.0,391
2015,10,21,3,MQ,3197,10.0,11.0,693
2015,12,7,1,EV,4960,3.0,22.0,1075
2015,5,21,4,WN,3932,8.0,11.0,669
2015,8,19,3,AA,1294,5.0,17.0,337
2015,9,13,7,EV,5292,6.0,12.0,164
2015,10,12,1,WN,561,6.0,14.0,307
2015,11,17,2,WN,456,3.0,11.0,446
2015,5,16,6,UA,625,87.0,13.0,1452
2015,6,27,6,UA,388,3.0,14.0,964
2015,2,14,6,WN,4531,,,777
2015,3,22,7,WN,632,6.0,12.0,867
2015,4,15,3,WN,441,14.0,6.0,937
2015,3,12,4,DL,2217,6.0,31.0,2248
2015,8,6,4,AA,1650,5.0,17.0,569
2015,4,1,3,AA,1232,8.0,11.0,337
2015,4,24,5,UA,995,13.0,23.0,1846
2015,10,16,5,WN,2125,5.0,26.0,407
2015,10,14,3,EV,6003,5.0,9.0,262
2015,9,25,5,NK,872,22.0,9.0,1836
2015,6,7,7,US,1954,9.0,18.0,544
2015,7,8,3,OO,2936,5.0,19.0,567
2015,9,6,7,WN,2646,5.0,8.0,738
2015,9,30,3,AA,1266,6.0,11.0,700
2015,12,25,5,UA,1181,7.0,8.0,854
2015,11,28,6,OO,6406,3.0,13.0,451
2015,3,29,7,AA,1294,10.0,14.0,1194
2015,12,22,2,DL,1080,6.0,16.0,484
2015,11,15,7,DL,1785,6.0,20.0,334
2015,11,5,4,AA,1211,11.0,18.0,1562
2015,9,14,1,F9,1491,8.0,12.0,813
2015,3,15,7,UA,537,9.0,15.0,1744
2015,8,15,6,AA,1145,4.0,11.0,1846
2015,5,11,1,US,1782,25.0,19.0,912
2015,2,6,5,DL,1561,19.0,11.0,666
2015,1,7,3,WN,9,3.0,17.0,333
2015,9,28,1,DL,743,11.0,17.0,356
2015,1,8,4,AA,1531,11.0,15.0,1096
2015,10,16,5,B6,233,8.0,12.0,266
2015,9,10,4,WN,2730,6.0,11.0,446
2015,9,14,1,EV,4470,4.0,16.0,427
2015,4,16,4,WN,658,12.0,10.0,591
2015,10,16,5,OO,5292,3.0,38.0,67
2015,11,27,5,B6,948,4.0,13.0,2248
2015,7,12,7,MQ,3061,31.0,19.0,295
2015,8,30,7,OO,6449,5.0,26.0,612
2015,4,19,7,OO,4464,6.0,14.0,1404
2015,4,27,1,EV,6109,10.0,12.0,843
2015,12,21,1,DL,1898,4.0,13.0,164
2015,10,26,1,DL,760,11.0,15.0,2092
2015,10,9,5,NK,764,9.0,19.0,606
2015,4,9,4,AA,1661,4.0,33.0,921
2015,7,7,2,WN,549,3.0,21.0,289
2015,11,11,3,EV,3806,10.0,15.0,725
2015,7,26,7,AA,478,7.0,24.0,2089
2015,10,1,4,UA,491,6.0,12.0,524
2015,1,14,3,AA,19,10.0,16.0,2475
2015,4,27,1,DL,2480,6.0,16.0,762
2015,9,23,3,EV,4950,2.0,18.0,625
2015,9,29,2,B6,454,11.0,10.0,1028
2015,2,1,7,WN,4261,,,281
2015,1,21,3,AS,32,9.0,60.0,2378
2015,4,12,7,EV,4576,12.0,10.0,1042
2015,2,24,2,EV,4905,6.0,10.0,134
2015,3,4,3,DL,1594,4.0,14.0,590
2015,8,18,2,AS,811,3.0,12.0,2349
2015,1,23,5,WN,4736,28.0,11.0,395
2015,5,10,7,US,634,5.0,19.0,1814
2015,2,26,4,AS,616,8.0,12.0,867
2015,8,15,6,B6,1371,3.0,14.0,1076
2015,3,19,4,EV,5196,7.0,20.0,292
2015,5,8,5,DL,1863,9.0,20.0,453
2015,7,1,3,WN,2078,3.0,17.0,919
2015,12,26,6,UA,1846,9.0,18.0,1222
2015,4,27,1,MQ,3002,9.0,12.0,247
2015,4,24,5,DL,708,9.0,12.0,227
2015,9,22,2,OO,6219,9.0,25.0,73
2015,9,4,5,WN,1885,8.0,14.0,1235
2015,4,9,4,EV,4113,9.0,11.0,645
2015,4,1,3,DL,2289,3.0,13.0,164
2015,6,21,7,WN,265,12.0,18.0,236
2015,7,10,5,DL,1675,8.0,10.0,689
2015,8,11,2,WN,31,5.0,6.0,251
2015,1,9,5,OO,7396,,,175
2015,7,31,5,EV,5164,7.0,7.0,113
2015,3,29,7,DL,1150,12.0,16.0,2556
2015,9,28,1,B6,1403,3.0,13.0,1598
2015,11,1,7,WN,1729,3.0,10.0,402
2015,6,14,7,WN,3667,3.0,11.0,447
2015,1,3,6,AA,1357,13.0,35.0,1598
2015,3,9,1,AA,2262,12.0,11.0,631
2015,9,14,1,NK,417,8.0,11.0,1127
2015,1,22,4,B6,940,4.0,8.0,1220
2015,6,12,5,WN,28,9.0,36.0,361
2015,5,26,2,DL,2345,5.0,22.0,1995
2015,12,31,4,WN,3874,4.0,10.0,814
2015,5,5,2,UA,1689,4.0,13.0,1303
2015,8,18,2,F9,934,24.0,53.0,989
2015,3,14,6,US,1840,5.0,13.0,366
2015,8,17,1,AA,622,13.0,13.0,2153
2015,5,7,4,OO,2755,5.0,11.0,119
2015,9,11,5,AA,2169,6.0,15.0,399
2015,7,31,5,DL,1240,14.0,20.0,1541
2015,4,20,1,WN,2802,7.0,16.0,402
2015,9,22,2,WN,450,6.0,35.0,1855
2015,10,11,7,AA,119,5.0,29.0,3711
2015,11,28,6,AA,1602,10.0,21.0,1192
2015,5,10,7,VX,26,10.0,15.0,2586
2015,12,24,4,AS,136,5.0,20.0,1448
2015,10,23,5,AA,1351,,,1217
2015,11,8,7,DL,1672,7.0,17.0,712
2015,7,30,4,UA,1489,,,2454
2015,7,12,7,UA,939,6.0,14.0,1452
2015,6,29,1,WN,3397,5.0,7.0,1020
2015,11,7,6,DL,2578,4.0,13.0,306
2015,3,31,2,EV,3822,9.0,10.0,773
2015,4,23,4,B6,1119,7.0,13.0,541
2015,12,18,5,OO,5240,6.0,11.0,737
2015,6,3,3,DL,2445,3.0,54.0,721
2015,11,8,7,WN,262,3.0,10.0,738
2015,10,22,4,OO,3456,3.0,16.0,817
2015,5,30,6,WN,179,28.0,7.0,546
2015,3,5,4,EV,3258,5.0,11.0,458
2015,6,11,4,WN,921,3.0,12.0,1050
2015,1,18,7,EV,4240,2.0,43.0,282
2015,6,10,3,AA,1203,3.0,49.0,337
2015,6,9,2,US,1997,7.0,10.0,257
2015,4,7,2,DL,2476,6.0,20.0,425
2015,6,21,7,WN,4064,6.0,8.0,845
2015,3,26,4,US,1766,4.0,29.0,331
2015,9,26,6,OO,5179,8.0,15.0,809
2015,12,21,1,UA,697,7.0,37.0,2419
2015,3,31,2,OO,4706,5.0,11.0,205
2015,8,16,7,EV,2664,10.0,11.0,134
2015,3,3,2,WN,2248,4.0,9.0,1183
2015,10,21,3,DL,1309,5.0,21.0,813
2015,12,1,2,OO,6454,4.0,14.0,192
2015,11,30,1,WN,2961,4.0,8.0,337
2015,7,30,4,WN,840,8.0,12.0,668
2015,8,26,3,EV,2708,5.0,15.0,603
2015,1,5,1,EV,5212,,,505
2015,4,28,2,B6,989,2.0,16.0,399
2015,1,1,4,US,626,3.0,12.0,1773
2015,11,9,1,EV,4502,8.0,22.0,748
2015,6,21,7,UA,491,10.0,10.0,1009
2015,3,6,5,OO,6323,3.0,25.0,109
2015,4,8,3,DL,2384,10.0,12.0,532
2015,3,16,1,NK,147,7.0,13.0,852
2015,6,21,7,WN,21,6.0,7.0,543
2015,10,2,5,AA,182,7.0,17.0,236
2015,1,9,5,WN,1819,5.0,15.0,1411
2015,3,16,1,MQ,3417,5.0,23.0,113
2015,4,13,1,EV,4300,18.0,14.0,1008
2015,12,18,5,B6,1119,3.0,30.0,541
2015,12,14,1,NK,801,6.0,12.0,957
2015,11,8,7,OO,4641,5.0,17.0,501
2015,12,29,2,WN,253,5.0,7.0,667
2015,3,9,1,WN,258,8.0,10.0,587
2015,10,28,3,AA,528,11.0,9.0,1670
2015,12,16,3,MQ,3381,17.0,11.0,539
2015,12,3,4,WN,2821,4.0,6.0,486
2015,7,26,7,WN,929,5.0,20.0,1024
2015,5,1,5,UA,549,2.0,18.0,1739
2015,10,12,1,AA,1382,8.0,9.0,761
2015,11,27,5,EV,4611,10.0,32.0,160
2015,9,17,4,EV,5050,3.0,17.0,425
2015,3,4,3,WN,1036,5.0,8.0,444
2015,5,11,1,HA,112,7.0,10.0,100
2015,11,18,3,WN,1312,5.0,12.0,723
2015,5,7,4,MQ,3392,14.0,13.0,528
2015,8,21,5,AA,1799,7.0,20.0,2296
2015,9,10,4,MQ,3181,4.0,11.0,265
2015,7,23,4,DL,1766,5.0,17.0,645
2015,6,6,6,B6,2020,3.0,15.0,1211
2015,12,14,1,WN,2298,19.0,10.0,973
2015,6,26,5,AA,1534,10.0,16.0,853
2015,10,19,1,AA,464,6.0,11.0,304
2015,6,15,1,MQ,3308,4.0,7.0,773
2015,1,30,5,WN,2236,4.0,10.0,441
2015,10,16,5,OO,5362,10.0,29.0,89
2015,5,6,3,DL,435,6.0,26.0,2586
2015,5,23,6,AS,540,5.0,10.0,859
2015,9,18,5,DL,2375,7.0,24.0,599
2015,8,16,7,MQ,3103,4.0,14.0,351
2015,4,21,2,WN,4660,6.0,10.0,1107
2015,10,15,4,WN,3129,4.0,14.0,377
2015,4,13,1,OO,2885,11.0,23.0,748
2015,4,28,2,AA,218,13.0,13.0,337
2015,6,10,3,AA,1384,5.0,34.0,678
2015,1,2,5,WN,1831,13.0,28.0,946
2015,11,26,4,EV,5923,7.0,14.0,166
2015,8,27,4,EV,2674,3.0,17.0,190
2015,5,20,3,WN,850,4.0,12.0,328
2015,4,11,6,EV,5058,6.0,16.0,961
2015,8,19,3,AA,499,45.0,20.0,1337
2015,2,13,5,DL,1717,4.0,15.0,334
2015,9,22,2,WN,2422,3.0,11.0,417
2015,7,2,4,NK,230,7.0,10.0,581
2015,8,10,1,NK,184,9.0,32.0,2052
2015,1,31,6,EV,5557,9.0,15.0,76
2015,7,29,3,OO,6286,28.0,25.0,337
2015,5,16,6,OO,2758,7.0,14.0,646
2015,8,19,3,EV,6114,5.0,17.0,588
2015,8,20,4,WN,3185,5.0,15.0,925
2015,9,1,2,WN,1546,6.0,13.0,347
2015,6,6,6,WN,1318,17.0,9.0,806
2015,7,21,2,WN,266,16.0,17.0,829
2015,12,21,1,OO,4518,3.0,14.0,1107
2015,12,8,2,WN,52,4.0,13.0,917
2015,2,10,2,OO,5458,4.0,8.0,190
2015,1,9,5,WN,1124,4.0,11.0,919
2015,8,17,1,F9,822,8.0,14.0,533
2015,6,23,2,UA,655,20.0,22.0,733
2015,8,14,5,HA,8,9.0,18.0,2762
2015,7,17,5,WN,999,6.0,17.0,423
2015,6,12,5,UA,605,8.0,37.0,888
2015,8,24,1,OO,6352,4.0,10.0,522
2015,11,15,7,OO,5294,9.0,16.0,260
2015,2,27,5,EV,5334,2.0,12.0,145
2015,1,15,4,EV,2558,18.0,12.0,295
2015,7,1,3,NK,415,6.0,8.0,456
2015,10,28,3,MQ,3114,13.0,10.0,304
2015,4,10,5,WN,4562,3.0,11.0,197
2015,8,9,7,AA,2039,3.0,24.0,930
2015,10,15,4,AA,1899,7.0,16.0,468
2015,9,22,2,DL,42,8.0,12.0,1089
2015,11,8,7,DL,1425,10.0,20.0,577
2015,8,31,1,DL,1273,5.0,17.0,270
2015,2,15,7,UA,1650,4.0,17.0,1440
2015,4,7,2,WN,4513,5.0,8.0,397
2015,11,9,1,WN,1795,5.0,11.0,486
2015,8,8,6,AA,1969,3.0,9.0,529
2015,10,20,2,UA,815,6.0,18.0,967
2015,2,14,6,OO,5516,11.0,19.0,209
2015,2,23,1,UA,1604,7.0,19.0,2398
2015,2,23,1,UA,195,14.0,18.0,1222
2015,7,7,2,AA,1875,18.0,9.0,328
2015,5,30,6,DL,11,8.0,10.0,991
2015,7,8,3,MQ,3585,22.0,19.0,835
2015,5,11,1,WN,279,4.0,7.0,342
2015,7,26,7,OO,6305,5.0,11.0,775
2015,4,9,4,AA,151,9.0,12.0,888
2015,4,8,3,AS,480,12.0,23.0,954
2015,5,30,6,EV,5941,3.0,10.0,632
2015,5,10,7,OO,7384,5.0,17.0,320
2015,4,30,4,HA,509,5.0,12.0,102
2015,6,23,2,EV,2662,3.0,10.0,181
2015,4,27,1,WN,1429,4.0,10.0,1164
2015,4,17,5,B6,2402,2.0,18.0,301
2015,4,12,7,DL,752,4.0,23.0,408
2015,3,5,4,WN,617,11.0,15.0,696
2015,5,30,6,DL,1546,3.0,12.0,1587
2015,11,3,2,WN,186,4.0,9.0,738
2015,7,13,1,UA,558,8.0,13.0,909
2015,3,2,1,WN,2233,4.0,13.0,436
2015,1,22,4,EV,5383,7.0,10.0,282
2015,6,14,7,WN,590,7.0,7.0,621
2015,4,20,1,AA,26,7.0,30.0,867
2015,1,24,6,AA,1539,8.0,12.0,646
2015,7,12,7,OO,6423,6.0,13.0,788
2015,5,7,4,DL,1171,9.0,11.0,731
2015,3,29,7,B6,808,7.0,9.0,1674
2015,11,10,2,DL,1390,4.0,19.0,907
2015,12,2,3,WN,3023,10.0,12.0,594
2015,4,17,5,DL,1317,5.0,30.0,270
2015,2,22,7,HA,17,7.0,16.0,2762
2015,6,13,6,DL,2536,9.0,11.0,1399
2015,3,31,2,AS,746,9.0,12.0,2182
2015,3,24,2,WN,4541,3.0,10.0,687
2015,2,10,2,WN,2956,3.0,19.0,1211
2015,10,1,4,MQ,3341,3.0,27.0,299
2015,8,5,3,MQ,3241,7.0,8.0,139
2015,10,18,7,WN,925,3.0,11.0,327
2015,12,26,6,EV,2801,,,672
2015,8,10,1,MQ,3154,9.0,28.0,108
2015,4,29,3,WN,2863,3.0,12.0,223
2015,10,30,5,MQ,3158,2.0,22.0,438
2015,5,24,7,WN,166,5.0,9.0,1390
2015,3,26,4,US,491,13.0,16.0,370
2015,2,16,1,AA,63,7.0,20.0,1972
2015,11,20,5,WN,1151,6.0,26.0,738
2015,4,16,4,WN,3833,4.0,10.0,488
2015,10,21,3,AA,291,6.0,15.0,944
2015,10,22,4,WN,2041,3.0,7.0,342
2015,10,12,1,DL,2815,9.0,18.0,740
2015,7,10,5,EV,5981,22.0,10.0,466
2015,8,28,5,WN,2799,8.0,11.0,1605
2015,6,21,7,UA,1155,8.0,15.0,888
2015,11,29,7,AA,2036,5.0,20.0,603
2015,3,27,5,AA,1092,12.0,14.0,1303
2015,7,27,1,DL,1353,15.0,26.0,271
2015,4,14,2,MQ,3569,3.0,17.0,427
2015,11,12,4,OO,6268,4.0,18.0,158
2015,7,21,2,AA,1424,14.0,11.0,985
2015,12,3,4,AA,771,5.0,45.0,1576
2015,8,21,5,AA,1934,9.0,12.0,546
2015,4,7,2,AA,2482,4.0,14.0,469
2015,6,20,6,DL,2809,7.0,14.0,554
2015,2,26,4,B6,531,3.0,12.0,588
2015,11,10,2,WN,505,4.0,11.0,1090
2015,12,11,5,WN,806,4.0,15.0,580
2015,6,12,5,NK,260,4.0,16.0,678
2015,9,22,2,OO,5443,10.0,10.0,363
2015,1,20,2,AA,235,7.0,26.0,2422
2015,10,18,7,AA,1793,12.0,18.0,936
2015,4,3,5,WN,4217,4.0,20.0,1972
2015,12,25,5,DL,2395,4.0,19.0,1035
2015,3,5,4,WN,436,6.0,15.0,836
2015,7,24,5,WN,4823,3.0,9.0,825
2015,11,1,7,AA,735,7.0,33.0,2176
2015,9,18,5,AS,656,6.0,14.0,1107
2015,7,7,2,DL,667,6.0,16.0,134
2015,6,30,2,B6,24,4.0,22.0,2475
2015,2,6,5,US,661,4.0,20.0,2402
2015,7,4,6,WN,445,7.0,8.0,1209
2015,11,18,3,WN,492,7.0,10.0,861
2015,3,8,7,EV,5224,6.0,9.0,192
2015,11,20,5,AS,158,8.0,18.0,1448
2015,5,18,1,OO,4739,8.0,11.0,237
2015,6,21,7,UA,352,4.0,12.0,787
2015,5,29,5,UA,668,10.0,13.0,1874
2015,10,18,7,EV,4158,9.0,14.0,563
2015,5,31,7,OO,5255,10.0,14.0,689
2015,8,1,6,WN,1108,,,894
2015,7,20,1,WN,290,4.0,14.0,228
2015,8,26,3,MQ,3504,17.0,17.0,413
2015,3,17,2,OO,6412,4.0,14.0,451
2015,10,9,5,OO,5652,18.0,11.0,896
2015,3,17,2,DL,1478,4.0,15.0,666
2015,4,11,6,WN,1111,5.0,14.0,925
2015,4,13,1,OO,6210,6.0,16.0,73
2015,6,10,3,HA,192,6.0,9.0,216
2015,3,27,5,AA,138,19.0,16.0,1192
2015,4,6,1,OO,2841,8.0,14.0,588
2015,8,3,1,EV,4914,3.0,15.0,579
2015,2,3,2,DL,1910,6.0,18.0,731
2015,6,4,4,WN,3683,5.0,7.0,407
2015,6,23,2,AA,937,16.0,14.0,1217
2015,3,14,6,WN,1551,13.0,9.0,515
2015,11,20,5,WN,1701,5.0,20.0,762
2015,6,28,7,EV,3939,4.0,46.0,429
2015,1,28,3,UA,272,6.0,13.0,867
2015,1,8,4,OO,7364,3.0,7.0,184
2015,7,13,1,B6,206,7.0,9.0,965
2015,10,23,5,UA,1062,8.0,13.0,937
2015,12,23,3,EV,5048,8.0,18.0,474
2015,7,28,2,WN,477,6.0,8.0,883
2015,11,19,4,B6,306,5.0,42.0,1065
2015,2,23,1,B6,524,3.0,10.0,2475
2015,2,24,2,EV,5400,5.0,10.0,207
2015,5,14,4,DL,1741,6.0,13.0,1450
2015,9,24,4,WN,2654,3.0,6.0,859
2015,11,24,2,WN,1414,6.0,7.0,1067
2015,10,1,4,UA,446,10.0,10.0,413
2015,11,28,6,WN,2488,4.0,14.0,187
2015,12,8,2,NK,534,9.0,21.0,895
2015,6,3,3,WN,328,10.0,7.0,723
2015,8,17,1,EV,5041,3.0,15.0,106
2015,1,16,5,UA,616,3.0,33.0,612
2015,10,26,1,WN,292,4.0,10.0,417
2015,10,16,5,AS,466,14.0,19.0,954
2015,1,8,4,AA,188,3.0,13.0,1017
2015,10,11,7,UA,441,3.0,10.0,760
2015,11,18,3,AA,501,5.0,10.0,1671
2015,10,24,6,WN,1656,7.0,9.0,711
2015,3,28,6,UA,1493,11.0,10.0,1023
2015,2,10,2,OO,4667,8.0,25.0,840
2015,11,18,3,HA,359,6.0,7.0,201
2015,9,23,3,DL,1873,5.0,7.0,594
2015,12,22,2,WN,2497,5.0,8.0,697
2015,2,26,4,DL,1906,6.0,25.0,1416
2015,5,13,3,WN,3032,4.0,10.0,223
2015,2,15,7,UA,728,4.0,18.0,414
2015,6,28,7,UA,504,9.0,10.0,191
2015,8,14,5,MQ,3650,14.0,16.0,475
2015,2,5,4,EV,4217,8.0,33.0,308
2015,4,19,7,EV,3854,15.0,19.0,299
2015,3,7,6,DL,2091,3.0,9.0,406
2015,12,6,7,OO,5659,7.0,11.0,576
2015,9,14,1,AA,288,6.0,15.0,867
2015,9,19,6,WN,1778,11.0,10.0,583
2015,1,14,3,HA,397,5.0,9.0,163
2015,2,17,2,US,895,14.0,15.0,1440
2015,5,14,4,WN,1624,3.0,8.0,1048
2015,5,1,5,UA,1488,5.0,28.0,788
2015,8,3,1,DL,1798,9.0,10.0,746
2015,4,28,2,WN,697,4.0,7.0,446
2015,8,26,3,WN,527,3.0,5.0,296
2015,9,13,7,AA,148,17.0,15.0,650
2015,7,4,6,EV,5329,5.0,16.0,696
2015,5,12,2,F9,1133,7.0,9.0,1371
2015,2,22,7,US,2135,5.0,13.0,214
2015,5,10,7,NK,410,7.0,11.0,925
2015,7,8,3,B6,2589,5.0,10.0,414
2015,3,2,1,UA,1503,3.0,21.0,191
2015,9,29,2,DL,2226,12.0,13.0,581
2015,10,23,5,DL,1380,8.0,15.0,151
2015,9,13,7,EV,5275,5.0,12.0,170
2015,12,14,1,UA,1642,5.0,44.0,1325
2015,11,1,7,F9,1124,11.0,18.0,414
2015,5,27,3,WN,2068,6.0,8.0,2039
2015,8,6,4,DL,790,8.0,12.0,1481
2015,8,18,2,UA,1640,10.0,32.0,997
2015,6,30,2,AS,64,4.0,11.0,82
2015,5,21,4,AA,2470,5.0,28.0,1303
2015,9,5,6,OO,4975,10.0,16.0,717
2015,4,23,4,DL,1276,8.0,20.0,447
2015,8,7,5,OO,5535,7.0,14.0,359
2015,4,13,1,US,2053,7.0,16.0,650
2015,2,19,4,US,1852,9.0,58.0,728
2015,6,3,3,WN,684,6.0,10.0,407
2015,11,2,1,OO,4646,5.0,13.0,866
2015,1,25,7,OO,6280,6.0,23.0,372
2015,11,10,2,DL,314,4.0,16.0,907
2015,1,8,4,UA,1532,9.0,29.0,836
2015,8,29,6,EV,4740,7.0,20.0,173
2015,12,30,3,AA,1214,4.0,18.0,1171
2015,7,11,6,AA,2245,26.0,11.0,2267
2015,9,4,5,AA,1220,5.0,14.0,1660
2015,4,7,2,WN,4991,9.0,20.0,946
2015,3,23,1,EV,4901,8.0,14.0,363
2015,6,27,6,AA,1605,9.0,32.0,1188
2015,7,17,5,WN,680,6.0,9.0,283
2015,8,9,7,AA,2135,3.0,37.0,214
2015,5,24,7,EV,4335,4.0,18.0,246
2015,1,1,4,US,1876,13.0,17.0,759
2015,7,15,3,DL,1720,4.0,8.0,707
2015,12,21,1,B6,424,9.0,8.0,2475
2015,3,22,7,AA,2384,14.0,21.0,236
2015,1,30,5,NK,936,4.0,11.0,982
2015,3,23,1,B6,585,8.0,13.0,264
2015,6,7,7,EV,2667,15.0,7.0,482
2015,1,20,2,DL,2545,16.0,16.0,404
2015,9,29,2,OO,5502,4.0,16.0,781
2015,12,4,5,WN,2034,3.0,8.0,417
2015,1,19,1,UA,1711,11.0,17.0,200
2015,8,11,2,AA,1288,16.0,21.0,1562
2015,2,13,5,WN,2332,10.0,29.0,793
2015,2,15,7,AA,1056,17.0,16.0,1126
2015,11,15,7,AA,507,7.0,28.0,2300
2015,5,5,2,UA,1179,11.0,11.0,622
2015,3,21,6,DL,2493,16.0,35.0,515
2015,7,11,6,DL,1446,6.0,17.0,1587
2015,10,5,1,MQ,3339,7.0,13.0,113
2015,6,21,7,WN,4143,3.0,9.0,345
2015,5,31,7,OO,6299,5.0,25.0,845
2015,1,27,2,US,797,,,2402
2015,6,9,2,F9,525,7.0,15.0,927
2015,12,31,4,OO,2932,5.0,19.0,588
2015,12,4,5,AA,662,12.0,21.0,2296
2015,7,8,3,EV,5593,7.0,16.0,302
2015,10,11,7,AA,1201,5.0,22.0,1389
2015,1,6,2,DL,1916,7.0,15.0,1199
2015,6,18,4,DL,503,4.0,11.0,2172
2015,4,12,7,DL,2458,11.0,15.0,782
2015,6,15,1,EV,2710,11.0,11.0,293
2015,1,8,4,DL,2293,4.0,31.0,1282
2015,4,13,1,EV,4696,5.0,18.0,209
2015,5,17,7,WN,914,5.0,18.0,764
2015,3,1,7,EV,5398,9.0,9.0,433
2015,9,24,4,OO,6259,8.0,11.0,627
2015,4,3,5,US,617,5.0,28.0,1670
2015,3,8,7,DL,1858,9.0,12.0,813
2015,8,7,5,WN,1883,6.0,16.0,1108
2015,12,30,3,DL,566,7.0,15.0,594
2015,4,1,3,WN,3301,8.0,13.0,973
2015,12,30,3,HA,338,5.0,12.0,163
2015,4,3,5,EV,4220,7.0,10.0,308
2015,10,4,7,EV,4703,6.0,8.0,427
2015,11,20,5,WN,153,3.0,10.0,1166
2015,11,22,7,OO,4993,5.0,18.0,1499
2015,5,29,5,EV,5916,6.0,61.0,779
2015,11,22,7,EV,4114,8.0,7.0,517
2015,9,16,3,OO,6324,5.0,16.0,637
2015,7,19,7,DL,842,14.0,14.0,1450
2015,9,11,5,AA,1349,9.0,15.0,1061
2015,6,4,4,WN,59,13.0,14.0,239
2015,4,4,6,EV,5482,3.0,9.0,363
2015,5,24,7,HA,118,4.0,8.0,163
2015,8,19,3,EV,5161,7.0,23.0,803
2015,9,18,5,DL,2256,8.0,18.0,1121
2015,8,8,6,WN,4539,5.0,12.0,909
2015,8,24,1,DL,1848,9.0,15.0,502
2015,4,16,4,MQ,3386,5.0,15.0,1118
2015,6,13,6,AA,2433,9.0,12.0,1235
2015,1,12,1,OO,5330,14.0,31.0,268
2015,11,14,6,AA,838,3.0,22.0,1576
2015,2,6,5,EV,5048,4.0,18.0,306
2015,1,15,4,DL,1485,4.0,13.0,950
2015,6,7,7,VX,1340,6.0,10.0,2584
2015,3,29,7,EV,4578,4.0,16.0,1083
2015,6,27,6,WN,1453,3.0,8.0,417
2015,7,31,5,OO,6431,5.0,22.0,1211
2015,7,11,6,WN,4417,6.0,7.0,833
2015,1,7,3,WN,1159,5.0,9.0,148
2015,10,26,1,WN,178,4.0,8.0,386
2015,1,28,3,UA,1215,11.0,21.0,991
2015,1,27,2,EV,4158,,,563
2015,12,29,2,OO,4561,7.0,21.0,584
2015,3,27,5,WN,933,5.0,18.0,283
2015,10,15,4,WN,322,4.0,16.0,763
2015,1,29,4,AA,2423,13.0,20.0,926
2015,7,26,7,DL,1077,4.0,10.0,356
2015,12,4,5,UA,362,6.0,24.0,719
2015,8,8,6,AA,688,6.0,14.0,646
2015,2,26,4,B6,221,5.0,19.0,1197
2015,8,11,2,OO,2895,5.0,20.0,109
2015,7,21,2,EV,2633,14.0,12.0,772
2015,11,30,1,WN,1703,5.0,12.0,602
2015,5,31,7,MQ,3375,5.0,12.0,491
2015,4,15,3,OO,5413,5.0,23.0,67
2015,9,10,4,MQ,3411,13.0,4.0,140
2015,6,18,4,EV,2666,5.0,29.0,181
2015,3,4,3,DL,1618,12.0,29.0,404
2015,12,15,2,DL,1074,3.0,29.0,991
2015,6,18,4,OO,4499,10.0,20.0,493
2015,7,1,3,OO,4556,6.0,17.0,695
2015,1,19,1,WN,4626,3.0,9.0,345
2015,5,15,5,AA,2194,10.0,11.0,592
2015,12,29,2,WN,167,7.0,8.0,689
2015,1,16,5,EV,5920,6.0,16.0,224
2015,5,17,7,WN,4554,6.0,15.0,1092
2015,1,23,5,EV,2542,5.0,17.0,946
2015,11,2,1,DL,61,10.0,22.0,2139
2015,10,11,7,EV,4923,11.0,22.0,456
2015,6,20,6,AS,133,4.0,16.0,1533
2015,5,15,5,DL,1828,10.0,9.0,214
2015,10,3,6,EV,3834,9.0,10.0,606
2015,9,23,3,DL,2268,8.0,15.0,907
2015,3,6,5,UA,461,26.0,14.0,733
2015,6,3,3,DL,1925,4.0,8.0,577
2015,10,31,6,MQ,3506,6.0,25.0,409
2015,12,9,3,WN,1332,6.0,10.0,543
2015,7,20,1,AA,618,6.0,11.0,1999
2015,6,16,2,WN,4286,6.0,22.0,937
2015,5,12,2,MQ,3276,3.0,35.0,695
2015,8,27,4,WN,617,6.0,14.0,283
2015,11,23,1,WN,64,17.0,7.0,239
2015,12,6,7,AA,2287,4.0,17.0,204
2015,3,19,4,B6,461,3.0,34.0,1035
2015,1,28,3,US,2142,,,184
2015,9,8,2,B6,619,2.0,24.0,2588
2015,5,24,7,MQ,3320,6.0,19.0,695
2015,8,5,3,WN,4030,5.0,7.0,604
